id;lat;lon;RL
0;41.12469598714116;-8.571754953385753;3
1;41.12469598714116;-8.570555777859404;3
2;41.12469598714116;-8.569356602333054;3
3;41.12469598714116;-8.568157426806703;3
4;41.12469598714116;-8.566958251280354;3
5;41.12469598714116;-8.565759075754004;3
6;41.12469598714116;-8.564559900227653;3
7;41.12469598714116;-8.563360724701305;3
8;41.12469598714116;-8.562161549174954;3
9;41.12469598714116;-8.560962373648604;3
10;41.12469598714116;-8.559763198122255;3
11;41.12469598714116;-8.558564022595904;3
12;41.12469598714116;-8.557364847069556;3
13;41.12469598714116;-8.556165671543205;3
14;41.12469598714116;-8.554966496016855;3
15;41.12469598714116;-8.553767320490506;3
16;41.12469598714116;-8.552568144964155;3
17;41.12469598714116;-8.551368969437805;3
18;41.12469598714116;-8.550169793911456;3
19;41.12469598714116;-8.548970618385106;3
20;41.12469598714116;-8.547771442858755;3
21;41.12469598714116;-8.546572267332406;3
22;41.12469598714116;-8.545373091806056;3
23;41.12469598714116;-8.544173916279705;3
24;41.12560036233548;-8.658095591282947;3
25;41.12560036233548;-8.656896415756597;3
26;41.12560036233548;-8.655697240230248;2
27;41.12560036233548;-8.654498064703898;2
28;41.12560036233548;-8.653298889177547;2
29;41.12560036233548;-8.652099713651198;2
30;41.12560036233548;-8.650900538124848;3
31;41.12560036233548;-8.649701362598497;3
32;41.12560036233548;-8.648502187072149;3
33;41.12560036233548;-8.647303011545798;3
34;41.12560036233548;-8.646103836019448;3
35;41.12560036233548;-8.644904660493099;3
36;41.12560036233548;-8.643705484966748;3
37;41.12560036233548;-8.642506309440398;3
38;41.12560036233548;-8.641307133914049;3
39;41.12560036233548;-8.640107958387699;3
40;41.12560036233548;-8.638908782861348;3
41;41.12560036233548;-8.637709607335;3
42;41.12560036233548;-8.636510431808649;2
43;41.12560036233548;-8.635311256282298;2
44;41.12560036233548;-8.63411208075595;2
45;41.12560036233548;-8.632912905229599;2
46;41.12560036233548;-8.631713729703248;1
47;41.12560036233548;-8.6305145541769;1
48;41.12560036233548;-8.62931537865055;1
49;41.12560036233548;-8.628116203124199;1
50;41.12560036233548;-8.62691702759785;1
51;41.12560036233548;-8.6257178520715;2
52;41.12560036233548;-8.624518676545149;2
53;41.12560036233548;-8.6233195010188;2
54;41.12560036233548;-8.62212032549245;2
55;41.12560036233548;-8.620921149966101;2
56;41.12560036233548;-8.61972197443975;2
57;41.12560036233548;-8.6185227989134;2
58;41.12560036233548;-8.617323623387051;2
59;41.12560036233548;-8.6161244478607;2
60;41.12560036233548;-8.61492527233435;2
61;41.12560036233548;-8.613726096808001;1
62;41.12560036233548;-8.61252692128165;1
63;41.12560036233548;-8.6113277457553;1
64;41.12560036233548;-8.610128570228952;1
65;41.12560036233548;-8.608929394702601;2
66;41.12560036233548;-8.60773021917625;2
67;41.12560036233548;-8.606531043649902;2
68;41.12560036233548;-8.605331868123551;2
69;41.12560036233548;-8.6041326925972;2
70;41.12560036233548;-8.602933517070852;2
71;41.12560036233548;-8.601734341544502;2
72;41.12560036233548;-8.600535166018151;2
73;41.12560036233548;-8.599335990491802;2
74;41.12560036233548;-8.598136814965452;2
75;41.12560036233548;-8.596937639439101;2
76;41.12560036233548;-8.595738463912753;2
77;41.12560036233548;-8.594539288386402;2
78;41.12560036233548;-8.593340112860052;3
79;41.12560036233548;-8.592140937333703;3
80;41.12560036233548;-8.590941761807352;3
81;41.12560036233548;-8.589742586281002;3
82;41.12560036233548;-8.588543410754653;3
83;41.12560036233548;-8.587344235228302;3
84;41.12560036233548;-8.586145059701952;3
85;41.12560036233548;-8.584945884175603;3
86;41.12560036233548;-8.583746708649253;3
87;41.12560036233548;-8.582547533122902;2
88;41.12560036233548;-8.581348357596553;2
89;41.12560036233548;-8.580149182070203;2
90;41.12560036233548;-8.578950006543852;2
91;41.12560036233548;-8.577750831017504;2
92;41.12560036233548;-8.576551655491153;2
93;41.12560036233548;-8.575352479964803;3
94;41.12560036233548;-8.574153304438454;3
95;41.12560036233548;-8.572954128912103;3
96;41.12560036233548;-8.571754953385753;3
97;41.12560036233548;-8.570555777859404;3
98;41.12560036233548;-8.569356602333054;3
99;41.12560036233548;-8.568157426806703;3
100;41.12560036233548;-8.566958251280354;3
101;41.12560036233548;-8.565759075754004;3
102;41.12560036233548;-8.564559900227653;3
103;41.12560036233548;-8.563360724701305;3
104;41.12560036233548;-8.562161549174954;3
105;41.12560036233548;-8.560962373648604;3
106;41.12560036233548;-8.559763198122255;3
107;41.12560036233548;-8.558564022595904;3
108;41.12560036233548;-8.557364847069556;3
109;41.12560036233548;-8.556165671543205;3
110;41.12560036233548;-8.554966496016855;3
111;41.12560036233548;-8.553767320490506;3
112;41.12560036233548;-8.552568144964155;3
113;41.12560036233548;-8.551368969437805;3
114;41.12560036233548;-8.550169793911456;3
115;41.12560036233548;-8.548970618385106;3
116;41.12560036233548;-8.547771442858755;3
117;41.12560036233548;-8.546572267332406;3
118;41.12560036233548;-8.545373091806056;3
119;41.12560036233548;-8.544173916279705;3
120;41.1265047375298;-8.667688995493746;3
121;41.1265047375298;-8.666489819967397;3
122;41.1265047375298;-8.665290644441047;3
123;41.1265047375298;-8.664091468914696;3
124;41.1265047375298;-8.662892293388348;3
125;41.1265047375298;-8.661693117861997;3
126;41.1265047375298;-8.660493942335647;3
127;41.1265047375298;-8.659294766809298;3
128;41.1265047375298;-8.658095591282947;3
129;41.1265047375298;-8.656896415756597;2
130;41.1265047375298;-8.655697240230248;2
131;41.1265047375298;-8.654498064703898;2
132;41.1265047375298;-8.653298889177547;2
133;41.1265047375298;-8.652099713651198;2
134;41.1265047375298;-8.650900538124848;2
